,comments,target
403,สอนดีมากกกกๆๆๆๆ การเตรียมการสอนดีมากๆๆๆ,pos
404,ฟังแบบเรื่อยๆ,pos
405,เข้าใจและเห็นภาพของ Service Design พื้นฐานในภาษาง่ายๆ ครับ,pos
406,ถ้ามี sheet หรือ pdf.ประกอบจะดีมากครับ,pos
407,ชอบที่ได้ฟังประสบการณืตรงจากคุณต้น ได้แง่คิดนอกจากเรื่อง marketing commu เหมาะกับทั้งคนทำธุรกิจ และ ได้มุมมองเพิ่มจากคุณหนุ่ยด้วย ดีค่ะ,pos
408,น่าสนใจ,pos
409,ต้องลองง,pos
410,"ได้ ภาพความสำคัญของงาน Product Manager ชัดขึ้น 
และได้ทราบว่างาน Project Manager ที่ทำอยู่ก็ครอบคลุม scope นี้อยู่เหมือนกันครับ",pos
411,ดีและเป็นประโยชน์มากๆ Speakers และ Moderator พูดคุยน่าฟัง และได้ความรู้ตรงประเด็น ตอบสิ่งที่สงสัยในระหว่างฟังได้,pos
412,เข้าใจง่าย ได้รู้ว่าความต่างของ Product Manager กับ Project Manger คืออะไร,pos
413,สอนละเอียดมากค่ะ ผู้สอนใส่ใจในการอธิบายทำให้เข้าใจได้ง่ายขึ้น,pos
